0001050230	0
0001047868	0
000100039X	0
0001048767	1
0001046314	0
0001720392	2
0001720295	3
0001713256	2
0001844423	4
0001945424	2
0001846590	5
0002005549	6
0001951076	2
0002007215	6
0002005883	0
0002051850	0
0002171856	7
0002219417	0
0002224216	0
0002226723	0
0002227282	0
0002213311	8
0002226529	6
0002238594	6
0002242052	0
0002226928	0
0002241277	6
0002247437	0
0002247275	9
0002247399	9
0002253194	0
0002252317	0
0002261251	0
0002255863	0
0002259753	0
0002310988	6
0002318350	0
0002310015	6
000231309X	0
0002259664	0
0002256649	0
0002317850	0
0002259842	0
0003302245	6
0003303187	10
0004704746	0
0004244079	0
000611718X	0
0006064922	4
0006137989	0
0006140823	0
0006152465	0
000614182X	0
0006162754	6
0006157629	6
0006172768	0
0006175015	0
000617342X	0
0006176070	0
0006173624	0
0006238599	11
0006177301	0
0006178219	0
0006178324	0
0006280544	4
0006280935	7
000617454X	0
0006280943	7
0006367992	12
0006280560	7
0006280897	13
0006393195	9
0006476155	6
0006476414	0
0006478964	6
000648011X	9
0006480101	9
0006381146	14
0006483011	0
0006480128	9
0006490344	0
0006483569	9
0006498515	6
0006497071	0
0006486029	9
000649885X	0
0006510868	6
0006511295	0
0006511252	0
0006392237	0
0006498523	6
0006513085	0
0006511309	0
0006511317	6
0006499163	0
0006479227	9
0006510426	0
0006513220	0
0006513050	0
0006513840	0
0006513255	0
0006514642	0
0006499627	6
0006545793	0
0006543545	0
000654861X	15
0006551394	15
0006550436	0
0006625746	3
0006551807	0
0006755488	2
0006755232	16
0007100426	0
000710829X	0
000711138X	6
0007115865	9
0007111444	2
0007118899	0
0007118317	7
0007119313	6
0007117213	12
0007119593	9
0007119550	9
000711835X	0
0007119283	6
0007120680	6
0007120125	0
0007119305	0
0007122187	6
0007136900	0
0007141343	5
0007127049	2
000713746X	13
0007141882	2
0007137818	2
0007141424	16
0007145608	9
0007145594	9
0007149883	0
0007148976	16
0007149832	0
0007155662	0
0007147295	0
000715481X	6
0007157177	0
0007151276	7
0007145632	9
000715707X	0
0007158459	2
0007157169	0
0007165013	0
0007166052	0
0007166311	0
0007165161	0
0007165870	0
0007161158	0
0007173989	12
0007176236	0
0007173113	2
0007172826	6
0007162499	0
0007172109	0
0007178484	12
0007177437	0
0007179448	0
0007181701	0
0007181604	0
0007173156	2
0007190301	0
0007189885	0
0007183135	17
0007192142	0
0007195303	0
0007196954	0
0007196156	9
0007198019	2
0007191324	6
0007196997	0
0007200285	0
0007196962	0
0007194498	13
0007195087	13
0007203128	0
0007193181	6
0007202296	16
0007204493	0
0007206720	6
0007205600	0
0007201966	0
0007203136	0
000720924X	2
0007213182	3
0007214227	18
000721801X	0
0007219733	0
0007224893	6
0007215053	0
0007230206	0
0007230060	18
0007223773	0
0007236093	9
0007226586	0
0007236360	19
0007236123	9
0007223722	0
0007244649	0
0007236115	9
0007247095	15
000724780X	9
0007254008	0
0007250916	20
0007263457	9
0007263589	21
0007267568	6
0007267622	6
0007269854	6
