0307942104	0
1936387778	0
150273379X	0
1484156005	0
152337490X	0
1455528323	0
194136313X	0
0345294270	0
0008242763	0
1512141364	0
1461105676	0
155832156X	0
0394586085	0
1616952083	0
0345521234	0
0425282449	0
0743261801	0
0671637274	0
1533236046	0
197325610X	0
0671578189	0
1940215870	0
198026791X	0
1467975702	0
1939889189	0
0615928072	0
0997590459	0
1537274767	0
0991284895	0
1981339043	0
0765321386	0
0553386018	0
1523684917	0
0545210135	0
0985258667	0
1477848215	0
1612184839	0
0451459849	0
1490433155	0
0143127802	0
0312289243	0
0743456300	0
0991973666	0
1451638566	0
0857664018	0
1507596308	0
1540773116	0
0312426437	0
1519402848	0
1611249449	0
1455591416	0
1483955559	0
1542046432	0
0345540824	0
0380000717	0
1939356504	0
0307290468	0
0345497651	0
0312348649	0
1939263085	0
0446393630	0
0307339114	0
0992019508	0
038076363X	0
1541228340	0
1484810090	0
154130036X	0
0142417718	0
0425286169	0
0385302967	0
0991309693	0
0142428868	0
0843960914	0
0147516242	0
1451664540	0
0099474662	0
1451687567	0
0739490567	0
078521626X	0
0991127269	0
0991105494	0
0099489406	0
1490349529	0
1452118698	0
0486799026	0
0099453193	0
0060090367	0
0307408574	0
0099507390	0
0990929388	0
B0096EIW88	0
1611099188	0
1455504009	0
1602601437	0
0825425905	0
0307473147	0
0345527046	0
1455537160	0
0849943809	0
1940456363	0
000738422X	0
1942288379	0
1476771502	0
026391755X	0
154725033X	0
1502480786	0
1530690633	0
0451230132	0
1502510537	0
1548277762	0
1940883814	0
0987741144	0
0007503261	0
0316184144	0
1470897512	0
1502537745	0
1941229751	0
1546783288	0
1477529705	0
1500815691	0
0985018100	0
1530309336	0
0141011475	0
0140862668	0
1530200792	0
1477820108	0
0140469710	0
1477818197	0
0451239687	0
1477848789	0
0609810219	0
0983993017	0
150114734X	0
0764210424	0
1470086115	0
0988439018	0
0988504707	0
0557989841	0
0981279015	0
0976626608	0
0307270181	0
0375405976	0
1939997127	0
0061173940	0
1943048134	0
1939786711	0
1594486565	0
